,Name.x,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Name.y,City,State,abbr,Beerclass,Beerclass_Colour
686,Summer Paradise,1484,0.05,18,357,American Pale Wheat Ale,12,Manayunk Brewing Company,Philadelphia, PA,PA,ALE,red
687,Riverwalk Blonde Ale,1672,0.06,25,347,American Blonde Ale,12,Manzanita Brewing Company,Santee, CA,CA,ALE,red
688,Gillespie Brown Ale,1671,0.095,49,347,American Brown Ale,12,Manzanita Brewing Company,Santee, CA,CA,ALE,red
689,Manzanita Pale Ale,1670,0.066,44,347,American Pale Ale (APA),12,Manzanita Brewing Company,Santee, CA,CA,ALE,red
690,River House,2308,0.05,20,162,Saison / Farmhouse Ale,16,Martin House Brewing Company,Fort Worth, TX,TX,ALE,red
691,Rubberneck Red,2197,0.05,35,162,American Amber / Red Ale,16,Martin House Brewing Company,Fort Worth, TX,TX,ALE,red
692,Blueberry Blonde Ale,773,0.05,12,300,American Blonde Ale,12,Matt Brewing Company,Utica, NY,NY,ALE,red
693,Lahaina Town Brown,1578,0.051,20,376,American Brown Ale,12,Maui Brewing Company,Lahaina, HI,HI,ALE,red
694,Sobrehumano Palena'ole,690,0.06,24,376,American Amber / Red Ale,12,Maui Brewing Company,Lahaina, HI,HI,ALE,red
695,Mana Wheat,313,0.055,15,376,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina, HI,HI,ALE,red
696,Back in the Saddle Rye Pale Ale,1047,0.037,53,449,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay, CA,CA,ALE,red
697,Humpback Blonde Ale,2184,0.042,22,204,American Blonde Ale,12,Mehana Brewing Co.,Hilo, HI,HI,ALE,red
698,Volcano Red Ale,2177,0.052,23,204,American Amber / Red Ale,12,Mehana Brewing Co.,Hilo, HI,HI,ALE,red
699,Mauna Kea Pale Ale,2176,0.054,42,204,American Pale Ale (APA),12,Mehana Brewing Co.,Hilo, HI,HI,ALE,red
700,Gator Tail Brown Ale,1507,0.053,30,394,American Brown Ale,12,Miami Brewing Company,Miami, FL,FL,ALE,red
701,Big Rod Coconut Ale,1325,0.053,16,394,American Blonde Ale,12,Miami Brewing Company,Miami, FL,FL,ALE,red
702,Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage, AK,AK,ALE,red
703,Jucundus,2666,0.06,24,4,Wheat Ale,16,Mike Hess Brewing Company,San Diego, CA,CA,ALE,red
704,Grazias,2663,0.063,30,4,Cream Ale,16,Mike Hess Brewing Company,San Diego, CA,CA,ALE,red
705,Louie's Demise Amber Ale,1272,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI,WI,ALE,red
706,Booyah Farmhouse Ale,932,0.065,20,285,Saison / Farmhouse Ale,16,Milwaukee Brewing Company,Milwaukee, WI,WI,ALE,red
707,Louie’s Demise Immort-Ale (2010),171,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI,WI,ALE,red
708,El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,Mission Brewery,San Diego, CA,CA,ALE,red
709,Oneida,2156,0.052,50,210,American Pale Ale (APA),16,Modern Times Beer,San Diego, CA,CA,ALE,red
710,Aurora ,2154,0.067,75,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
711,Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
712,Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
713,Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
714,Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12,Montauk Brewing Company,Montauk, NY,NY,ALE,red
715,Honey Wheat,1052,0.047,14,327,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis, MO,MO,ALE,red
716,Cali Creamin',2413,0.052,21,112,Cream Ale,12,Mother Earth Brew Company,Vista, CA,CA,ALE,red
717,Towhead,2237,0.052,21,189,American Blonde Ale,12,Mother's Brewing,Springfield, MO,MO,ALE,red
718,Mustang Golden Ale,421,0.053,10,367,American Blonde Ale,12,Mustang Brewing Company,Mustang, OK,OK,ALE,red
719,Washita Wheat,420,0.053,14,367,American Pale Wheat Ale,12,Mustang Brewing Company,Mustang, OK,OK,ALE,red
720,Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12,Narragansett Brewing Company,Providence, RI,RI,ALE,red
721,Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16,Narragansett Brewing Company,Providence, RI,RI,ALE,red
722,Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16,Narragansett Brewing Company,Providence, RI,RI,ALE,red
723,Wick For Brains,1705,0.061,11,338,Pumpkin Ale,12,Nebraska Brewing Company,Papillion, NE,NE,ALE,red
724,Brunette Nut Brown Ale,1146,0.048,15,338,English Brown Ale,12,Nebraska Brewing Company,Papillion, NE,NE,ALE,red
725,Cardinal Pale Ale,1145,0.057,29,338,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion, NE,NE,ALE,red
726,Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
727,Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
728,Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
729,Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
730,Kadigan,2042,0.056,30,242,American Blonde Ale,12,New Republic Brewing Company,College Station, TX,TX,ALE,red
731,Dammit Jim!,2041,0.052,50,242,American Amber / Red Ale,12,New Republic Brewing Company,College Station, TX,TX,ALE,red
732,Cream Ale,2050,0.042,35,239,Cream Ale,12,Newburgh Brewing Company,Newburgh, NY,NY,ALE,red
733,Jam Session,1622,0.051,31,360,American Pale Ale (APA),16,NoDa Brewing Company,Charlotte, NC,NC,ALE,red
734,Wall's End,2690,0.048,19,1,English Brown Ale,16,NorthGate Brewing ,Minneapolis, MN,MN,ALE,red
735,Pumpion,2689,0.06,38,1,Pumpkin Ale,16,NorthGate Brewing ,Minneapolis, MN,MN,ALE,red
736,Three Skulls Ale Pale Ale,1226,0.063,42,451,American Pale Ale (APA),16,Northwest Brewing Company,Pacific, WA,WA,ALE,red
737,Oakshire Amber Ale,1669,0.054,24,151,American Amber / Red Ale,12,Oakshire Brewing,Eugene, OR,OR,ALE,red
738,Slow Ride,2069,0.048,35,185,American Pale Ale (APA),12,Oasis Texas Brewing Company,Austin, TX,TX,ALE,red
739,Perpetual Darkness,2335,0.092,72,149,Belgian Strong Dark Ale,12,Odyssey Beerwerks,Arvada, CO,CO,ALE,red
740,Clan Warrior,2334,0.087,29,149,Scotch Ale / Wee Heavy,12,Odyssey Beerwerks,Arvada, CO,CO,ALE,red
741,The Hole in Hadrian's Wall,1059,0.095,19,472,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
742,33 Select Brown Ale,1058,0.065,26,472,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
743,Midwest Charm Farmhouse Ale,603,0.06,29,472,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
744,Boji Blue Pale Ale,602,0.05,45,472,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
745,Falling Down Brown Ale,1487,0.065,65,302,American Brown Ale,16,Old Forge Brewing Company,Danville, PA,PA,ALE,red
746,Old Forge Pumpkin Ale,1394,0.046,20,302,Pumpkin Ale,16,Old Forge Brewing Company,Danville, PA,PA,ALE,red
747,Dale's Pale Ale,1444,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
748,Dale's Pale Ale,1252,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
749,Dale's Pale Ale,955,0.065,65,167,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
750,Dale's Pale Ale (10 Year Anniversary),892,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
751,Dale's Pale Ale (2012),828,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
752,Dale's Pale Ale (2011),755,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
753,Dale's Pale Ale (2010),754,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
754,HGH (Home Grown Hops): Part Duh,585,0.08,70,167,American Strong Ale,12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
755,Old Chub,5,0.08,35,167,Scottish Ale,12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
756,Dale's Pale Ale,1,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
757,Old Chub (2008),787,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
758,Old Chub (2004),786,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
759,Old Chub (2003),785,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
760,Dale's Pale Ale (2008),745,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
761,Dale's Pale Ale (2006),744,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
762,Dale's Pale Ale (2004),743,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
763,Dale's Pale Ale (2003),742,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
764,Dale's Pale Ale (2002),741,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
765,Old Chub,1175,0.08,35,390,Scottish Ale,12,Oskar Blues Brewery (North Carol...,Brevard, NC,NC,ALE,red
766,Dale's Pale Ale,1166,0.065,65,390,American Pale Ale (APA),19.2,Oskar Blues Brewery (North Carol...,Brevard, NC,NC,ALE,red
767,Dale's Pale Ale,1065,0.065,65,390,American Pale Ale (APA),12,Oskar Blues Brewery (North Carol...,Brevard, NC,NC,ALE,red
768,Overgrown American Pale Ale,1946,0.055,55,262,American Pale Ale (APA),12,Otter Creek Brewing,Waterbury, VT,VT,ALE,red
769,Ozark American Pale Ale,1961,0.04,39,260,American Pale Ale (APA),12,Ozark Beer Company,Rogers, AR,AR,ALE,red
770,Rustic Red,1268,0.052,23,442,Irish Red Ale,16,Pateros Creek Brewing Company,Fort Collins, CO,CO,ALE,red
771,Stimulator Pale Ale,697,0.053,48,442,American Pale Ale (APA),16,Pateros Creek Brewing Company,Fort Collins, CO,CO,ALE,red
772,Rodeo Rye Pale Ale,1805,0.042,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID,ID,ALE,red
773,Payette Pale Ale,890,0.048,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID,ID,ALE,red
774,Mutton Buster,775,0.055,25,308,American Brown Ale,12,Payette Brewing Company,Garden City, ID,ID,ALE,red
775,Summer Session Ale,1930,0.05,61,267,American Pale Wheat Ale,12,Peak Organic Brewing Company,Portland, ME,ME,ALE,red
776,Hotbox Brown,2633,0.055,10,14,American Brown Ale,12,Perrin Brewing Company,Comstock Park, MI,MI,ALE,red
777,Gold,2632,0.048,15,14,American Blonde Ale,12,Perrin Brewing Company,Comstock Park, MI,MI,ALE,red
778,Veteran’s Pale Ale (VPA),2629,0.05,40,14,American Pale Ale (APA),12,Perrin Brewing Company,Comstock Park, MI,MI,ALE,red
779,North 45 Amber Ale,1404,0.059,25,12,American Amber / Red Ale,16,Petoskey Brewing,Petoskey, MI,MI,ALE,red
780,Float Trip Ale,1335,0.045,18,315,American Blonde Ale,16,Piney River Brewing Company,Bucryus, MO,MO,ALE,red
781,Black Walnut Wheat,846,0.045,18,315,American Dark Wheat Ale,16,Piney River Brewing Company,Bucryus, MO,MO,ALE,red
782,McKinney Eddy Amber Ale,521,0.055,20,315,American Amber / Red Ale,16,Piney River Brewing Company,Bucryus, MO,MO,ALE,red
783,Pisgah Pale Ale,1759,0.057,31,325,American Pale Ale (APA),12,Pisgah Brewing Company,Black Mountain, NC,NC,ALE,red
784,Mazzie,2553,0.054,45,56,American Pale Ale (APA),12,Pollyanna Brewing Company,Lemont, IL,IL,ALE,red
785,Morning Wood Wheat (Current),2360,0.059,14,136,American Pale Wheat Ale,12,Pug Ryan's Brewery,Dillon, CO,CO,ALE,red
786,Over the Rail Pale Ale,711,0.057,68,136,American Pale Ale (APA),12,Pug Ryan's Brewery,Dillon, CO,CO,ALE,red
787,Morning Wood Wheat (Current),130,0.059,14,136,American Pale Wheat Ale,12,Pug Ryan's Brewery,Dillon, CO,CO,ALE,red
788,Golden Fleece,2031,0.045,35,247,Belgian Pale Ale,12,Quest Brewing Company,Greenville, SC,SC,ALE,red
789,Pride of Texas Pale Ale,2229,0.058,60,177,American Pale Ale (APA),12,Rahr & Sons Brewing Company,Fort Worth, TX,TX,ALE,red
790,BLAKKR,1861,0.099,85,129,American Black Ale,12,Real Ale Brewing Company,Blanco, TX,TX,ALE,red
791,Firemans #4 Blonde Ale (2013),1718,0.051,21,129,American Blonde Ale,12,Real Ale Brewing Company,Blanco, TX,TX,ALE,red
792,Four Squared (2015),1086,0.06,50,129,American Blonde Ale,12,Real Ale Brewing Company,Blanco, TX,TX,ALE,red
793,Firemans #4 Blonde Ale (2015),830,0.051,21,129,American Blonde Ale,12,Real Ale Brewing Company,Blanco, TX,TX,ALE,red
794,Watership Brown Ale,1021,0.072,55,476,American Brown Ale,12,Red Hare Brewing Company,Marietta, GA,GA,ALE,red
795,Farmer's Daughter Blonde,2516,0.051,17,69,American Blonde Ale,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,MD,ALE,red
796,Copper Hook (2011),339,0.058,27,488,American Amber / Red Ale,12,Redhook Brewery,Woodinville, WA,WA,ALE,red
797,Consilium,2414,0.05,40,111,American Pale Ale (APA),12,Renegade Brewing Company,Denver, CO,CO,ALE,red
798,5:00 O'Clock Afternoon Ale,1005,0.05,25,111,American Blonde Ale,16,Renegade Brewing Company,Denver, CO,CO,ALE,red
799,Fist City,2576,0.055,40,45,American Pale Ale (APA),12,Revolution Brewing Company,Chicago, IL,IL,ALE,red
800,Hustle,2452,0.057,42,94,American Amber / Red Ale,12,Rhinegeist Brewery,Cincinnati, OH,OH,ALE,red
801,Pure Fury,2451,0.055,42,94,American Pale Ale (APA),12,Rhinegeist Brewery,Cincinnati, OH,OH,ALE,red
802,Dad,2132,0.06,60,94,American Amber / Red Ale,12,Rhinegeist Brewery,Cincinnati, OH,OH,ALE,red
803,Zen,1935,0.043,45,94,American Pale Ale (APA),12,Rhinegeist Brewery,Cincinnati, OH,OH,ALE,red
804,Cougar,1851,0.048,25,94,American Blonde Ale,12,Rhinegeist Brewery,Cincinnati, OH,OH,ALE,red
805,Hop Bomber Rye Pale Ale,1654,0.055,60,322,American Pale Ale (APA),16,Rivertown Brewing Company,Lockland, OH,OH,ALE,red
806,12th Round,1577,0.076,78,377,American Strong Ale,16,RoughTail Brewing Company,Midwest City, OK,OK,ALE,red
807,Sundown,2304,0.071,36,165,Saison / Farmhouse Ale,12,Round Guys Brewing,Lansdale, PA,PA,ALE,red
808,Original Slacker Ale,1842,0.056,40,165,English Brown Ale,12,Round Guys Brewing,Lansdale, PA,PA,ALE,red
809,1881 California Red,1479,0.056,35,398,American Amber / Red Ale,12,Ruhstaller Beer Company,Sacramento, CA,CA,ALE,red
810,CAPT Black IPA,1478,0.073,55,398,American Black Ale,12,Ruhstaller Beer Company,Sacramento, CA,CA,ALE,red
811,CAPT Black IPA,883,0.073,55,398,American Black Ale,16,Ruhstaller Beer Company,Sacramento, CA,CA,ALE,red
812,1881 California Red Ale,882,0.056,35,398,American Amber / Red Ale,16,Ruhstaller Beer Company,Sacramento, CA,CA,ALE,red
813,Saint Archer Pale Ale,1865,0.052,40,289,American Pale Ale (APA),12,Saint Archer Brewery,San Diego, CA,CA,ALE,red
814,SunSpot Golden Ale,1934,0.05,15,31,American Blonde Ale,12,SanTan Brewing Company,Chandler, AZ,AZ,ALE,red
815,Epicenter Amber Ale,1073,0.055,20,31,American Amber / Red Ale,12,SanTan Brewing Company,Chandler, AZ,AZ,ALE,red
816,Devil’s Ale,850,0.055,45,31,American Pale Ale (APA),12,SanTan Brewing Company,Chandler, AZ,AZ,ALE,red
817,American Idiot Ale (2012),764,0.055,45,31,American Pale Ale (APA),12,SanTan Brewing Company,Chandler, AZ,AZ,ALE,red
818,Devil’s Ale (2010),285,0.055,45,31,American Pale Ale (APA),12,SanTan Brewing Company,Chandler, AZ,AZ,ALE,red
819,Epicenter Amber Ale (2010),124,0.055,20,31,American Amber / Red Ale,12,SanTan Brewing Company,Chandler, AZ,AZ,ALE,red
820,Sanitas Saison Ale,1392,0.058,20,420,Saison / Farmhouse Ale,12,Sanitas Brewing Company,Boulder, CO,CO,ALE,red
821,Sanitas Black IPA,1391,0.068,65,420,American Black Ale,12,Sanitas Brewing Company,Boulder, CO,CO,ALE,red
822,Saison 88,1519,0.055,30,393,Saison / Farmhouse Ale,12,Santa Fe Brewing Company,Santa Fe, NM,NM,ALE,red
823,Black IPA,967,0.071,95,393,American Black Ale,12,Santa Fe Brewing Company,Santa Fe, NM,NM,ALE,red
824,Oval Beach Blonde Ale,1477,0.05,11,399,American Blonde Ale,16,Saugatuck Brewing Company,Douglas, MI,MI,ALE,red
825,Schlafly Yakima Wheat Ale,1324,0.05,45,429,American Pale Wheat Ale,12,Schlafly Brewing Company,Saint Louis, MO,MO,ALE,red
826,Schlafly American Brown Ale,1077,0.05,30,429,American Brown Ale,12,Schlafly Brewing Company,Saint Louis, MO,MO,ALE,red
827,Seventh Son of a Seventh Son,2250,0.077,40,184,American Strong Ale,16,Seventh Son Brewing Company,Columbus, OH,OH,ALE,red
828,Stone Fort Brown Ale,1768,0.053,20,184,English Brown Ale,16,Seventh Son Brewing Company,Columbus, OH,OH,ALE,red
829,Seventh Son Hopped Red Ale,1767,0.077,40,184,American Amber / Red Ale,16,Seventh Son Brewing Company,Columbus, OH,OH,ALE,red
830,Humulus Nimbus Super Pale Ale,1766,0.06,53,184,American Pale Ale (APA),16,Seventh Son Brewing Company,Columbus, OH,OH,ALE,red
831,Sierra Nevada Pale Ale,1905,0.056,37,84,American Pale Ale (APA),16,Sierra Nevada Brewing Company,Chico, CA,CA,ALE,red
832,Old Chico Crystal Wheat,1338,0.048,26,84,American Pale Wheat Ale,12,Sierra Nevada Brewing Company,Chico, CA,CA,ALE,red
833,Sierra Nevada Pale Ale,400,0.056,37,84,American Pale Ale (APA),12,Sierra Nevada Brewing Company,Chico, CA,CA,ALE,red
834,Sensi Harvest,1962,0.047,50,47,American Pale Ale (APA),12,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
835,Global Warmer,1608,0.07,70,47,American Strong Ale,12,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
836,Sweet Action,1387,0.052,34,47,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
837,Brownstone,778,0.059,47,47,American Brown Ale,16,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
838,Apollo,630,0.052,11,47,American Pale Wheat Ale,16,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
839,Harbinger,629,0.049,35,47,Saison / Farmhouse Ale,16,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
840,Autumnation (2011-12) (2011),512,0.06,48,47,Pumpkin Ale,16,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
841,Sweet Action (2011),424,0.052,34,47,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY,NY,ALE,red
842,Iron Butt Red Ale,1792,0.058,39,314,American Amber / Red Ale,12,Slanted Rock Brewing Company,Meridian, ID,ID,ALE,red
843,Phoenix Pale Ale,20,0.051,40,372,American Pale Ale (APA),12,Sly Fox Brewing Company,Pottstown, PA,PA,ALE,red
844,Murphy's Law,2406,0.058,35,116,American Amber / Red Ale,12,Smartmouth Brewing Company,Norfolk, VA,VA,ALE,red
845,Alter Ego ,2405,0.062,33,116,Saison / Farmhouse Ale,12,Smartmouth Brewing Company,Norfolk, VA,VA,ALE,red
846,Snow King Pale Ale,1606,0.06,55,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY,WY,ALE,red
847,OB-1 Organic Ale,407,0.05,22,192,English Brown Ale,12,Snake River Brewing Company,Jackson, WY,WY,ALE,red
848,Snake River Pale Ale,402,0.052,32,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY,WY,ALE,red
849,Hell-Diver Pale Ale,1151,0.052,32,310,American Pale Ale (APA),12,Sockeye Brewing Company,Boise, ID,ID,ALE,red
850,Woolybugger Wheat,1150,0.046,12,310,American Pale Wheat Ale,12,Sockeye Brewing Company,Boise, ID,ID,ALE,red
851,Winterfest,995,0.084,90,310,American Strong Ale,16,Sockeye Brewing Company,Boise, ID,ID,ALE,red
852,Devil's Harvest Extra Pale Ale,2297,0.058,60,134,American Pale Ale (APA),12,Southern Prohibition Brewing Com...,Hattiesburg, MS,MS,ALE,red
853,Suzy B Dirty Blonde Ale,2296,0.05,20,134,American Blonde Ale,12,Southern Prohibition Brewing Com...,Hattiesburg, MS,MS,ALE,red
854,Mississippi Fire Ant,1745,0.08,80,134,American Amber / Red Ale,16,Southern Prohibition Brewing Com...,Hattiesburg, MS,MS,ALE,red
855,Suzy B Dirty Blonde Ale,1118,0.05,20,134,American Blonde Ale,16,Southern Prohibition Brewing Com...,Hattiesburg, MS,MS,ALE,red
856,Devil's Harvest Extra Pale Ale,1117,0.058,60,134,American Pale Ale (APA),16,Southern Prohibition Brewing Com...,Hattiesburg, MS,MS,ALE,red
857,Pine Belt Pale Ale,2387,0.065,45,119,American Pale Ale (APA),12,Southern Star Brewing Company,Conroe, TX,TX,ALE,red
858,Old Potentate,1010,0.072,40,119,Old Ale,12,Southern Star Brewing Company,Conroe, TX,TX,ALE,red
859,Bombshell Blonde,856,0.05,20,119,American Blonde Ale,16,Southern Star Brewing Company,Conroe, TX,TX,ALE,red
860,Pine Belt Pale Ale,45,0.065,45,119,American Pale Ale (APA),16,Southern Star Brewing Company,Conroe, TX,TX,ALE,red
861,Bombshell Blonde,44,0.05,20,119,American Blonde Ale,12,Southern Star Brewing Company,Conroe, TX,TX,ALE,red
862,Third Eye Enlightened Pale Ale,2386,0.065,65,120,American Pale Ale (APA),12,Steamworks Brewing Company,Durango, CO,CO,ALE,red
863,Point Cascade Pale Ale (2013),2270,0.054,33,132,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
864,Onyx Black Ale,2151,0.052,9,132,American Black Ale,12,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
865,Point Nude Beach Summer Wheat,1225,0.052,7,132,American Pale Wheat Ale,16,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
866,Point Nude Beach Summer Wheat,816,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
867,Point Nude Beach Summer Wheat (2011),772,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
868,2012 Black Ale,357,0.054,32,132,American Brown Ale,12,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
869,Point Nude Beach Summer Wheat (2010),141,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
870,Point Cascade Pale Ale,140,0.054,33,132,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point, WI,WI,ALE,red
